Distance (km),Delayed,Vehicle Type_Lorry,Vehicle Type_Trailer,Vehicle Type_Truck,Weather Conditions_Fog,Weather Conditions_Rain,Weather Conditions_Storm,Traffic Conditions_Light,Traffic Conditions_Moderate
1810,Yes,False,False,True,False,False,False,False,True
989,No,True,False,False,False,False,False,True,False
1531,Yes,False,False,False,True,False,False,False,True
795,No,False,False,False,False,False,False,True,False
1112,Yes,False,False,False,False,False,False,False,True
1493,No,False,True,False,False,False,False,True,False
247,No,False,False,False,False,False,False,True,False
1415,No,False,False,True,False,False,False,True,False
467,Yes,False,False,True,False,False,False,False,True
230,No,True,False,False,False,False,False,True,False
1980,Yes,False,True,False,False,False,False,True,False
681,Yes,False,False,True,False,False,False,True,False
673,No,False,False,True,False,False,False,True,False
957,No,False,False,True,False,False,False,True,False
1579,Yes,True,False,False,True,False,False,False,False
399,No,False,True,False,False,False,False,True,False
827,Yes,False,False,False,False,False,False,False,True
537,No,False,True,False,False,False,False,True,False
1533,Yes,True,False,False,False,False,False,False,True
1287,Yes,True,False,False,False,True,False,False,True
620,No,False,False,True,False,False,False,True,False
1487,No,False,False,True,False,False,False,True,False
1404,Yes,False,True,False,False,False,False,False,True
611,Yes,False,True,False,True,False,False,False,True
1148,Yes,False,False,False,True,False,False,True,False
1669,No,False,False,False,False,False,False,True,False
1757,Yes,True,False,False,False,False,False,False,False
1861,Yes,False,False,True,False,False,False,False,True
1003,Yes,True,False,False,False,False,False,False,True
746,Yes,False,False,True,False,False,True,False,True
555,Yes,False,False,True,True,False,False,False,True
1151,Yes,False,False,True,False,False,False,False,True
202,No,False,False,False,False,False,False,True,False
1563,Yes,True,False,False,False,False,False,False,False
1208,No,True,False,False,False,False,False,True,False
1200,Yes,False,False,True,False,True,False,True,False
375,Yes,False,False,False,False,False,False,False,True
1904,Yes,False,True,False,True,False,False,True,False
1722,Yes,False,False,True,False,True,False,True,False
1914,Yes,False,True,False,False,True,False,True,False
830,Yes,False,True,False,False,False,True,True,False
1519,Yes,False,False,False,False,True,False,True,False
588,Yes,False,False,False,False,False,False,False,True
640,Yes,False,True,False,False,False,False,False,True
1509,No,False,True,False,False,False,False,True,False
429,No,False,True,False,False,False,False,True,False
1476,No,False,False,False,False,False,False,True,False
661,No,False,False,True,False,False,False,True,False
1798,Yes,False,False,True,False,False,False,True,False
328,No,False,True,False,False,False,False,True,False
1321,Yes,False,False,False,False,True,False,False,True
445,No,False,False,False,False,False,False,True,False
806,Yes,False,False,True,False,True,False,False,True
938,Yes,False,True,False,False,False,False,False,True
1648,Yes,False,True,False,False,True,False,True,False
498,Yes,False,False,True,True,False,False,False,True
890,Yes,False,False,False,False,False,False,False,True
401,Yes,False,False,True,False,False,False,False,True
1685,Yes,False,False,True,False,True,False,False,False
1163,Yes,False,False,False,False,False,False,False,False
1985,Yes,True,False,False,False,False,False,False,True
924,No,False,False,False,False,False,False,True,False
1468,Yes,False,True,False,False,True,False,False,True
1590,Yes,False,True,False,False,False,True,True,False
1164,Yes,True,False,False,False,True,False,True,False
1980,Yes,False,True,False,False,False,False,False,False
1661,Yes,False,True,False,False,False,False,False,True
294,Yes,True,False,False,False,False,False,False,True
521,Yes,False,False,True,False,False,False,True,False
1403,Yes,True,False,False,False,False,False,False,True
1773,No,False,False,False,False,False,False,True,False
670,Yes,False,True,False,False,False,False,False,True
385,Yes,True,False,False,False,False,False,False,False
1320,Yes,False,False,False,False,True,False,False,True
1409,Yes,False,False,True,False,False,False,False,True
898,Yes,False,False,False,False,False,False,False,True
1107,Yes,False,False,True,False,False,False,False,True
1115,Yes,False,True,False,False,False,False,True,False
1384,Yes,False,False,True,False,False,False,False,True
705,Yes,False,True,False,False,False,False,False,True
268,Yes,True,False,False,False,False,False,True,False
1653,No,False,False,False,False,False,False,True,False
1807,Yes,True,False,False,False,True,False,False,True
1763,No,False,False,False,False,False,False,True,False
1175,Yes,True,False,False,False,False,False,False,True
492,No,False,False,True,False,False,False,True,False
493,No,True,False,False,False,False,False,True,False
864,Yes,False,False,False,False,False,False,True,False
510,Yes,False,False,True,False,True,False,True,False
817,Yes,False,False,False,False,False,False,False,True
338,Yes,False,False,False,True,False,False,False,True
334,Yes,False,True,False,False,False,False,True,False
620,Yes,True,False,False,False,False,False,False,True
609,Yes,False,False,True,False,True,False,False,True
1691,Yes,False,False,True,False,False,False,False,True
1088,Yes,False,True,False,False,False,False,False,True
1591,Yes,False,True,False,True,False,False,False,True
1341,No,False,False,False,False,False,False,True,False
1369,Yes,False,False,False,False,True,False,True,False
512,Yes,False,False,False,False,False,False,False,True
930,Yes,False,False,True,False,False,False,False,True
1671,Yes,False,True,False,False,True,False,False,False
764,Yes,False,False,False,False,False,False,False,True
589,Yes,True,False,False,False,False,False,False,True
1141,Yes,False,False,True,False,False,False,False,True
1093,Yes,False,True,False,False,False,False,False,True
531,Yes,False,False,True,True,False,False,False,True
1014,Yes,False,False,True,False,False,True,False,True
767,No,True,False,False,False,False,False,True,False
1099,No,False,True,False,False,False,False,True,False
317,Yes,False,False,True,False,True,False,False,True
1883,No,False,False,False,False,False,False,True,False
842,Yes,False,False,False,False,False,False,False,True
940,No,True,False,False,False,False,False,True,False
1338,Yes,False,False,False,False,False,False,False,True
680,Yes,False,False,False,False,True,False,False,True
1152,Yes,True,False,False,False,False,False,True,False
579,Yes,False,True,False,False,False,False,False,False
930,Yes,False,False,True,False,True,False,True,False
476,Yes,False,False,False,False,False,False,False,True
355,No,True,False,False,False,False,False,True,False
529,Yes,True,False,False,False,False,False,False,True
475,No,False,False,False,False,False,False,True,False
897,No,False,False,False,False,False,False,True,False
1041,No,True,False,False,False,False,False,True,False
421,No,False,False,True,False,False,False,True,False
287,Yes,False,True,False,False,False,False,False,True
1355,No,False,True,False,False,False,False,True,False
572,No,True,False,False,False,False,False,True,False
1013,Yes,False,True,False,False,False,False,False,True
324,Yes,False,False,True,True,False,False,True,False
1016,Yes,False,True,False,False,False,False,True,False
1181,Yes,True,False,False,False,False,False,False,True
878,Yes,False,False,False,True,False,False,True,False
1311,Yes,False,False,False,False,True,False,False,True
1392,No,True,False,False,False,False,False,True,False
1807,No,False,True,False,False,False,False,True,False
765,No,False,False,True,False,False,False,True,False
1097,Yes,False,True,False,False,False,False,False,True
1979,Yes,False,False,True,False,False,False,True,False
715,No,False,False,True,False,False,False,True,False
1367,Yes,False,True,False,False,False,False,False,False
1724,No,False,False,False,False,False,False,True,False
1697,Yes,False,False,False,False,False,False,False,True
964,Yes,True,False,False,False,False,False,False,False
505,Yes,True,False,False,False,False,False,True,False
960,Yes,False,True,False,False,False,False,False,True
986,Yes,False,False,True,False,False,False,False,True
1945,Yes,False,False,False,False,True,False,False,True
1319,Yes,False,False,True,False,False,False,False,True
1585,No,False,True,False,False,False,False,True,False
846,Yes,False,False,True,False,False,False,True,False
1982,Yes,False,True,False,False,True,False,False,True
629,Yes,False,False,True,False,True,False,False,True
226,Yes,False,False,False,True,False,False,True,False
1327,Yes,False,False,False,False,False,False,True,False
1061,Yes,False,False,False,False,False,True,True,False
1526,Yes,True,False,False,False,False,False,False,False
517,Yes,False,False,False,False,True,False,False,False
327,Yes,False,True,False,False,False,False,False,True
799,Yes,False,False,True,False,False,False,True,False
1560,Yes,False,False,True,False,False,False,False,False
1965,No,False,False,True,False,False,False,True,False
1761,Yes,True,False,False,False,False,False,False,True
282,No,False,False,False,False,False,False,True,False
1625,Yes,True,False,False,False,True,False,False,False
1072,Yes,False,False,False,False,False,False,False,True
311,Yes,False,False,False,False,True,False,False,False
1742,Yes,False,True,False,False,True,False,True,False
1649,Yes,False,True,False,True,False,False,True,False
556,No,True,False,False,False,False,False,True,False
594,Yes,False,False,True,True,False,False,True,False
1868,Yes,False,False,False,False,False,False,False,True
1322,No,False,True,False,False,False,False,True,False
734,Yes,True,False,False,False,False,False,True,False
1666,Yes,False,True,False,False,False,False,False,False
897,Yes,False,False,False,False,False,False,False,True
1333,Yes,False,True,False,False,False,True,False,True
1092,Yes,True,False,False,False,False,False,True,False
1730,Yes,False,False,True,False,False,True,False,True
506,Yes,False,True,False,True,False,False,True,False
1305,Yes,False,True,False,False,True,False,True,False
518,No,False,False,True,False,False,False,True,False
779,Yes,False,False,True,False,False,False,False,False
1949,Yes,True,False,False,False,True,False,False,False
515,Yes,False,False,True,False,False,False,False,True
594,Yes,False,False,True,False,False,False,False,False
857,Yes,False,True,False,False,False,False,False,False
1108,Yes,False,True,False,False,False,False,False,True
996,Yes,False,True,False,False,False,False,False,True
1407,Yes,False,False,False,False,False,False,False,False
777,Yes,False,True,False,False,False,False,False,True
424,Yes,True,False,False,True,False,False,True,False
706,No,False,True,False,False,False,False,True,False
1880,No,False,True,False,False,False,False,True,False
348,Yes,False,False,False,False,False,True,False,False
1289,No,False,False,True,False,False,False,True,False
1091,Yes,False,False,False,True,False,False,False,True
1968,No,True,False,False,False,False,False,True,False
1901,Yes,False,False,False,False,True,False,False,False
